Date/Time,Lat,Lon,Base,locationID
2014-04-02 10:51:00,40.7625,-73.972,B02598,
2014-04-13 04:13:00,40.7898,-73.976,B02598,
2014-04-08 12:30:00,40.8158,-73.9369,B02512,
2014-04-09 16:45:00,40.7344,-73.9898,B02598,
2014-04-07 06:18:00,40.688,-73.9698,B02682,
2014-04-13 17:21:00,40.6445,-73.7833,B02617,
2014-04-01 17:13:00,40.7529,-73.9674,B02598,
2014-04-08 11:08:00,40.7233,-73.9951,B02598,
2014-04-05 22:08:00,40.9438,-73.6957,B02764,
2014-04-19 19:34:00,40.7139,-74.0911,B02512,
2014-04-13 01:25:00,40.7492,-74.0311,B02598,
2014-04-21 06:53:00,40.7675,-73.8813,B02682,
2014-04-29 11:43:00,40.7399,-73.9764,B02617,
2014-04-28 20:21:00,40.738,-73.9892,B02598,
2014-04-11 19:19:00,40.7515,-73.974,B02598,
2014-04-25 21:11:00,40.7289,-73.9874,B02598,
2014-04-02 20:32:00,40.7545,-73.9688,B02617,
2014-04-30 18:19:00,40.7196,-73.9932,B02598,
2014-04-04 19:25:00,40.7251,-74.0015,B02682,
2014-04-26 19:47:00,40.7607,-73.9686,B02617,
2014-04-26 22:09:00,40.7112,-73.9634,B02598,
2014-04-13 00:12:00,40.726,-73.9836,B02682,
2014-04-30 17:35:00,40.7725,-73.9611,B02682,
2014-04-01 20:55:00,40.7579,-73.9816,B02682,
2014-04-24 15:13:00,40.7739,-73.8724,B02512,
2014-04-27 13:09:00,40.7207,-74.0017,B02617,
2014-04-03 18:05:00,40.7161,-73.9641,B02598,
2014-04-16 07:22:00,40.7348,-74.0035,B02682,
2014-04-03 22:17:00,40.7524,-73.9843,B02682,
2014-04-16 15:14:00,40.7041,-73.9848,B02598,
2014-04-06 15:13:00,40.7131,-73.9519,B02682,
2014-04-25 11:31:00,40.6772,-73.9804,B02617,
2014-04-11 21:33:00,40.7184,-73.9542,B02598,
2014-04-22 20:56:00,40.7741,-73.872,B02682,
2014-04-23 13:36:00,40.6458,-73.7768,B02598,
2014-04-27 14:50:00,40.6567,-73.9842,B02598,
